	ResponseId	MainBranch	Employment	Country	US_State	UK_Country	EdLevel	Age1stCode	LearnCode	YearsCode	YearsCodePro	DevType	OrgSize	Currency	CompTotal	CompFreq	LanguageHaveWorkedWith	LanguageWantToWorkWith	DatabaseHaveWorkedWith	DatabaseWantToWorkWith	PlatformHaveWorkedWith	PlatformWantToWorkWith	WebframeHaveWorkedWith	WebframeWantToWorkWith	MiscTechHaveWorkedWith	MiscTechWantToWorkWith	ToolsTechHaveWorkedWith	ToolsTechWantToWorkWith	NEWCollabToolsHaveWorkedWith	NEWCollabToolsWantToWorkWith	OpSys	NEWStuck	NEWSOSites	SOVisitFreq	SOAccount	SOPartFreq	SOComm	NEWOtherComms	Age	Gender	Trans	Sexuality	Ethnicity	Accessibility	MentalHealth	SurveyLength	SurveyEase	ConvertedCompYearly
40610	40611	I am a student who is learning to code	Employed part-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Other online resources (ex: videos, blogs, etc);Friend or family member;Online Courses or Certification;Colleague	3		Developer, mobile;Developer, front-end;Developer, back-end;Student;Designer					C;C#;C++;HTML/CSS;Java;Kotlin;Node.js;PHP;SQL;Swift	JavaScript;Matlab;Python	Firebase;Microsoft SQL Server;MySQL;SQLite	MariaDB;MongoDB;Oracle	Microsoft Azure	AWS;DigitalOcean;Google Cloud Platform;Heroku;IBM Cloud or Watson;Oracle Cloud Infrastructure	ASP.NET;ASP.NET Core 	Angular;Angular.js;FastAPI;jQuery;Laravel;React.js	.NET Framework;.NET Core / .NET 5	Flutter;React Native;TensorFlow	Git	Unity 3D	Android Studio;Eclipse;Notepad++;Visual Studio;Visual Studio Code;Xcode		Windows	Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Meditate;Panic	Stack Overflow	Multiple times per day	Yes	A few times per month or weekly	Yes, definitely	No	18-24 years old	Man	No		Or, in your own words:	None of the above	I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder	Too long	Neither easy nor difficult	
40630	40631	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Colleague	7	3	Developer, full-stack	20 to 99 employees	"PKR	Pakistani rupee"	100000.0	Monthly	C#;C++;JavaScript;SQL;TypeScript	C#;JavaScript;SQL;TypeScript	Microsoft SQL Server;MySQL	Microsoft SQL Server	Google Cloud Platform;Microsoft Azure	Google Cloud Platform;Microsoft Azure	Angular;Angular.js;ASP.NET;ASP.NET Core 	Angular;ASP.NET;ASP.NET Core 	.NET Framework;.NET Core / .NET 5	.NET Core / .NET 5	Git;Unity 3D	Git	Notepad++;Sublime Text;Visual Studio;Visual Studio Code	Sublime Text;Visual Studio;Visual Studio Code	Windows	Visit Stack Overflow;Google it	Stack Overflow;Stack Exchange	Multiple times per day	Yes	Less than once per month or monthly	Yes, definitely	Yes	25-34 years old	Man	No		South Asian	None of the above	None of the above	Appropriate in length	Easy	7788.0
40678	40679	I am a student who is learning to code	Not employed, but looking for work	Pakistan			Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	11 - 17 years	Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Online Forum;Friend or family member;Online Courses or Certification	Less than 1 year		Student					HTML/CSS	C;JavaScript;PHP;Python;SQL											Sublime Text;Visual Studio	Visual Studio	Windows	Visit Stack Overflow;Google it;Do other work and come back later;Visit another developer community (please name):	Stack Overflow	A few times per week	Yes	I have never participated in Q&A on Stack Overflow	No, not really	No	Under 18 years old	Man	No	Straight / Heterosexual	Southeast Asian	None of the above	None of the above	Appropriate in length	Easy	
40775	40776	I am a student who is learning to code	Not employed, but looking for work	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	School	3		Student					C#;C++;HTML/CSS;JavaScript;Kotlin;Matlab;PHP;Python;R;SQL	JavaScript;Matlab;PHP;Python;R;SQL	Microsoft SQL Server;SQLite	Microsoft SQL Server;MongoDB;PostgreSQL;SQLite	Heroku	AWS;DigitalOcean;Google Cloud Platform;Heroku;Microsoft Azure	ASP.NET;Django;Flask	Django;Flask	.NET Framework;Keras;NumPy;Pandas;TensorFlow;Torch/PyTorch	Keras;NumPy;Pandas;TensorFlow;Torch/PyTorch	Git	Git;Unity 3D;Unreal Engine	Android Studio;Notepad++;PyCharm;Sublime Text;Visual Studio;Visual Studio Code	IntelliJ;Visual Studio Code	Windows	Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	I have never participated in Q&A on Stack Overflow	Yes, somewhat	No	18-24 years old	Man	No		East Asian	None of the above	None of the above	Too long	Easy	
40886	40887	I am a developer by profession	Independent contractor, freelancer, or self-employed	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification	2	3	Developer, mobile;Developer, full-stack;Developer, back-end;Product manager	2 to 9 employees	"PKR	Pakistani rupee"		Monthly	Dart;Java;Kotlin;Node.js;PHP	Dart;Java;Kotlin;Node.js;PHP	Firebase;MongoDB;MySQL;PostgreSQL	Firebase;MySQL;PostgreSQL	AWS	AWS	Express;Laravel;React.js	Express;Laravel;React.js	Flutter	Flutter	Git	Git	Android Studio;Visual Studio Code	Android Studio;Visual Studio Code	Windows	Visit Stack Overflow;Go for a walk or other physical activity;Google it	Stack Overflow	Daily or almost daily	Yes	Less than once per month or monthly	Yes, definitely	No	25-34 years old	Man	No		East Asian	None of the above	None of the above	Appropriate in length	Neither easy nor difficult	
41231	41232	I am a developer by profession	Employed part-time	Pakistan			Some college/university study without earning a degree	25 - 34 years	Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Online Forum;Friend or family member;Online Courses or Certification;Other (please specify):;Colleague;Books / Physical media			Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Engineer, data;Other (please specify):;Data scientist or machine learning specialist;Developer, back-end;Academic researcher;Database administrator;Developer, QA or test;Developer, game or graphics;Developer, embedded applications or devices;DevOps specialist;Designer;Educator	Just me - I am a freelancer, sole proprietor, etc.	"PKR	Pakistani rupee"		Monthly	JavaScript		Microsoft SQL Server	Microsoft SQL Server	Microsoft Azure	Microsoft Azure	Angular	Angular			Ansible	Ansible	Android Studio	Android Studio	BSD	Google it	Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies)	Less than once per month or monthly	No		Not sure	Yes	35-44 years old	Man	Yes		I don't know	I am unable to / find it difficult to type;I am unable to / find it difficult to walk or stand without assistance	I have a concentration and/or memory disorder (e.g. ADHD);I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have autism / an autism spectrum disorder (e.g. Asperger's)	Appropriate in length	Easy	
41354	41355	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	11 - 17 years	School	10	6	Developer, full-stack;Developer, back-end	20 to 99 employees	"USD	United States dollar"	7000.0	Monthly	Ruby	Ruby	PostgreSQL;Redis		AWS;Google Cloud Platform;Heroku		Ruby on Rails	Ruby on Rails			Docker;Git;Yarn		Sublime Text		MacOS	Visit Stack Overflow;Go for a walk or other physical activity;Google it	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	I have never participated in Q&A on Stack Overflow	Neutral	No	25-34 years old	Man	No	Straight / Heterosexual	South Asian	None of the above		Appropriate in length	Easy	84000.0
41491	41492	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Books / Physical media	2	1	Data scientist or machine learning specialist;Developer, back-end	1,000 to 4,999 employees	"PKR	Pakistani rupee"	45000.0	Monthly	Python;R;SQL	JavaScript;Python;R;SQL	IBM DB2;MySQL;Oracle;PostgreSQL;SQLite	IBM DB2;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;SQLite	AWS;Google Cloud Platform;Heroku	AWS;Google Cloud Platform;Heroku	FastAPI;Flask	FastAPI;Flask	NumPy;Pandas	NumPy;Pandas	Docker;Git;Kubernetes	Ansible;Docker;Git;Kubernetes	IPython/Jupyter;PyCharm;RStudio;Visual Studio Code	IPython/Jupyter;PyCharm;RStudio;Visual Studio Code	Linux-based	Call a coworker or friend;Google it;Watch help / tutorial videos;Panic;Visit another developer community (please name):	Stack Overflow	Daily or almost daily	Yes	I have never participated in Q&A on Stack Overflow	Neutral	No	25-34 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	I have a concentration and/or memory disorder (e.g. ADHD);I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder;I have autism / an autism spectrum disorder (e.g. Asperger's)	Too long	Neither easy nor difficult	3504.0
41673	41674	I am a student who is learning to code	Student, full-time	Pakistan			Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	11 - 17 years	School;Online Forum;Online Courses or Certification	Less than 1 year							Java;Python	C;C++;JavaScript											IntelliJ;NetBeans;Notepad++;PyCharm;Visual Studio Code		Windows	Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos	Stack Overflow	Daily or almost daily	Yes	Less than once per month or monthly	Neutral	Yes	18-24 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	None of the above	Too long	Easy	
41691	41692	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	School	6	2	Developer, full-stack	100 to 499 employees	"PKR	Pakistani rupee"	135000.0	Monthly	C#;JavaScript;Node.js;Ruby;SQL	JavaScript;Ruby;SQL	MongoDB;MySQL;PostgreSQL;Redis;SQLite	MySQL;PostgreSQL;Redis;SQLite	AWS		Laravel;React.js;Ruby on Rails;Vue.js	React.js;Ruby on Rails;Vue.js	.NET Framework		Git;Yarn	Docker;Git;Kubernetes;Yarn	Sublime Text;Visual Studio;Visual Studio Code	Visual Studio Code	MacOS	Google it;Watch help / tutorial videos;Meditate	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	Less than once per month or monthly	Yes, definitely	No	18-24 years old	Man	No	Prefer not to say	South Asian	None of the above	None of the above	Appropriate in length	Easy	10512.0
41700	41701	I am a developer by profession	Employed full-time	Pakistan			Primary/elementary school	18 - 24 years	Coding Bootcamp;Other online resources (ex: videos, blogs, etc)	Less than 1 year	Less than 1 year	Developer, front-end	2 to 9 employees	"PKR	Pakistani rupee"	25000.0	Monthly	HTML/CSS;JavaScript	C++;HTML/CSS;Java;JavaScript;Node.js;SQL;Swift;TypeScript					Angular.js;Vue.js	Angular;React.js;Vue.js			Git	Docker;Git;Yarn	PHPStorm;Visual Studio Code;Webstorm	Android Studio;Eclipse;PHPStorm;Visual Studio Code;Webstorm;Xcode	Windows	Visit Stack Overflow;Google it	Stack Overflow;Stack Exchange	Multiple times per day	Yes	I have never participated in Q&A on Stack Overflow	Yes, definitely	No	18-24 years old	Man	No	Bisexual	South Asian	Prefer not to say	None of the above	Too long	Neither easy nor difficult	1944.0
41725	41726	I am a developer by profession	Independent contractor, freelancer, or self-employed	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Online Forum;Friend or family member;Online Courses or Certification;Colleague	9	5	Developer, mobile;Developer, front-end;Developer, full-stack;Developer, back-end	Just me - I am a freelancer, sole proprietor, etc.	"PKR	Pakistani rupee"	110000.0	Weekly	C;C++;Groovy	Dart;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;TypeScript					Vue.js	Angular.js;Express;jQuery;React.js	Cordova	Flutter					Windows	Google it	Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies)	Multiple times per day	Yes	Multiple times per day	Yes, definitely	No	25-34 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	None of the above	Appropriate in length	Easy	35650.0
41754	41755	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	School;Online Forum;Online Courses or Certification;Colleague	8	4	Developer, back-end	100 to 499 employees	"PKR	Pakistani rupee"	300000.0	Monthly	JavaScript;PHP;Ruby	JavaScript;Node.js	MariaDB;MySQL;PostgreSQL;Redis		Heroku	AWS	jQuery;Laravel;Ruby on Rails	React.js;Vue.js			Git		Sublime Text	Atom	MacOS	Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Panic	Stack Overflow	Multiple times per day	Yes	A few times per month or weekly	Yes, definitely	No	25-34 years old	Man	No	Straight / Heterosexual	I don't know	None of the above	None of the above	Appropriate in length	Easy	23352.0
41799	41800	I am a developer by profession	Employed full-time	Pakistan			Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	25 - 34 years	Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Books / Physical media	10	6	Engineer, data;Data scientist or machine learning specialist	100 to 499 employees	"PKR	Pakistani rupee"			Java;JavaScript;Python;Scala;SQL	Java;JavaScript;Python;Scala;SQL	Cassandra;Microsoft SQL Server;MySQL	Cassandra;Microsoft SQL Server;MySQL	AWS;Google Cloud Platform	AWS;Google Cloud Platform			Apache Spark;Hadoop;NumPy;Pandas	Apache Spark;Hadoop;NumPy;Pandas	Git;Kubernetes;Yarn	Git;Kubernetes;Yarn	IntelliJ;PyCharm	IntelliJ;PyCharm	Windows	Visit Stack Overflow;Go for a walk or other physical activity;Google it	Stack Overflow	Multiple times per day	Yes	Daily or almost daily	Yes, definitely	No	25-34 years old	Man	No	Straight / Heterosexual	East Asian	None of the above	None of the above	Too long	Easy	
41817	41818	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Other online resources (ex: videos, blogs, etc);Other (please specify):	8	4	Developer, mobile;Developer, front-end	20 to 99 employees	"PKR	Pakistani rupee"	150000.0	Monthly	C;C#;C++;Dart;Kotlin;Node.js;Objective-C;Python;SQL;Swift	Dart;Kotlin;Node.js;Python;Swift	Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;SQLite	Firebase;MariaDB;MongoDB;MySQL;SQLite	AWS;Google Cloud Platform;Heroku	AWS;Google Cloud Platform;Heroku	Express;Laravel;React.js	Express;Laravel	.NET Framework;React Native		Git;Unity 3D	Git;Unity 3D	Android Studio;Atom;Eclipse;Notepad++;Sublime Text;Vim;Visual Studio;Visual Studio Code;Xcode	Android Studio;Xcode	MacOS	Visit Stack Overflow;Google it;Play games	Stack Overflow;Stack Exchange	Multiple times per day	Yes	Less than once per month or monthly	No, not really	No	18-24 years old	Prefer not to say	Prefer not to say	Prefer not to say	Prefer not to say	Prefer not to say	Prefer not to say	Appropriate in length	Easy	11676.0
41865	41866	I am a developer by profession	Independent contractor, freelancer, or self-employed	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	11 - 17 years	Online Courses or Certification	6	2	Developer, front-end;Designer	Just me - I am a freelancer, sole proprietor, etc.	"PKR	Pakistani rupee"	70000.0	Monthly	Assembly;C++;HTML/CSS;JavaScript;Node.js	Objective-C;Python;SQL;TypeScript	MongoDB;PostgreSQL	DynamoDB;Elasticsearch;Firebase;MySQL	DigitalOcean	AWS;Google Cloud Platform;Heroku	Angular;Angular.js;Express;Flask;jQuery;React.js	Django;Gatsby;React.js;Vue.js	React Native	React Native;TensorFlow;Torch/PyTorch	Git;Yarn	Docker;Kubernetes;Terraform	Atom;Visual Studio Code	PyCharm;Xcode	MacOS	Visit Stack Overflow;Google it;Watch help / tutorial videos	Stack Overflow	A few times per week	Yes	I have never participated in Q&A on Stack Overflow	Yes, somewhat	No	18-24 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	None of the above	Appropriate in length	Easy	5448.0
41890	41891	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	11 - 17 years	Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification;Colleague;Books / Physical media	7	2	Developer, full-stack	20 to 99 employees	"USD	United States dollar"	1200.0	Monthly	C++;Java;PHP	HTML/CSS;JavaScript;Node.js;Objective-C;Python;SQL;Swift;TypeScript	MySQL	Firebase;MongoDB;PostgreSQL			jQuery;Laravel	Express;React.js			Unity 3D	Git;Yarn	Eclipse;NetBeans;Notepad++;PHPStorm;Sublime Text	Android Studio;IntelliJ;Visual Studio;Visual Studio Code;Xcode	MacOS	Call a coworker or friend;Visit Stack Overflow;Google it;Visit another developer community (please name):	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	A few times per week	Yes, somewhat	Yes	18-24 years old	Man	No	Straight / Heterosexual	South Asian;Black or of African descent	None of the above	None of the above	Appropriate in length	Neither easy nor difficult	14400.0
42017	42018	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Online Courses or Certification	5	3	Developer, full-stack;Developer, back-end	100 to 499 employees	"PKR	Pakistani rupee"	105000.0	Monthly	Bash/Shell;C++;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL	Bash/Shell;HTML/CSS;JavaScript;PHP;PowerShell;SQL	Firebase;MariaDB;MySQL	MongoDB;MySQL;Redis			jQuery;Laravel;Vue.js	jQuery;Laravel;React.js;Symfony;Vue.js			Git;Yarn	Docker;Git;Yarn	PHPStorm;Sublime Text;Visual Studio Code	Visual Studio Code	Linux-based	Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games	Stack Overflow;Stack Exchange	Multiple times per day	Yes	Less than once per month or monthly	Yes, definitely	Yes	25-34 years old	Man	No		East Asian	None of the above	None of the above	Appropriate in length	Easy	8172.0
